CONFERENCE_EVENT,"Coney Island is calling!
Spend the Summer working at Luna Park in Coney Island!
Come to the Luna Park Job Fair
Friday, February 26th 10am ‰ÛÒ 6pm
B&B Carousell
Located on the Boardwalk between Kensington Walk and the Parachute Jump.
Visit our Employment page for a list of current opportunities:
LunaParkNYC.com/about/employment
*Please note that all candidates must be 18 years of age or older,
and must bring an updated copy of their resume in order to be interviewed.*
For more information, contact us at 718-373-5862 or Info@LunaParkNYC.com",1,CONFERENCE_EVENT
Following the release of his latest album, Potential earlier this year, The Range returns to Good Room. Potential is a record steeped in histories ‰ÛÒ of its characters, of its forebears ‰ÛÒ but is startlingly new and alive: the network may be ones and zeros but the circuitry here runs on blood, still.

James Hinton made the computer his primary instrument after falling under the spell of Baltimore club, bringing in his broader sonic influences from early ‰Û÷90s jungle, early ‰Û÷00s grime and mid ‰Û÷00s electronica to a new sonic whole. The software was the thing at home, but what excited the young producer was the network, and where he spiraled was YouTube. Potential uses as its backbone a series of vocal samples that Hinton has found in the forgotten corners of the site, guiding us around the hinterlands of YouTube, introducing us to unknown artists expressing themselves unfettered by the constraints of industry, lost in the infinite potential of an audience unknown.

He will be joined by Jim-E Stack. Jim-E Stack has always had a knack taking a wild and assorted set of influences and filtering them into a coherent, heartfelt sound. Currently based out of New York, Jim-E Stack perfected his own sound one that synthesizes everything from 90s house to Baltimore club. Initially, Jim-E Stack has built a following on the strength of his early singles and EPs on labels like Body High and Good Years and his remixes for the likes of Sky Ferreira and A$AP Rocky. This year he released two singles, 'Dreamt' and 'Deadstream' as well as a cover of BjÌ_rk's 'Hyperballad' featuring Lower Dens singer Jana Hunter.

Listen
https://soundcloud.com/therangemusic
https://soundcloud.com/jimestack",0,NIGHTLIFE

MUSIC_EVENT,"LPR Presents at Good Room (in the Bad Room): SEVEN)SUNS

7:30pm doors // 8:30pm show // 21+

$8 advance
$10 day of show

More info: http://bit.ly/2gWAUD9

+sign up for our newsletter: bit.ly/1M9DW0O
++ subscribe to LPR‰Ûªs events: http://on.fb.me/20ZDc1N
#LiveatLPR",1,MUSIC_EVENT

NIGHTLIFE,"Get merry on the dancefloor this Christmas Eve, Eve at Good Room's annual Holiday Party featuring sets from Good Room residents...

Love Tempo with Justin Strauss & DJ Billy Caldwell 
Fixed's JDH
Classic Album Sundays' Paul Raffaele & Barbie Bertisch
+
Lloydski in the Bad Room all night long

Entry is free with RSVP all night - http://bit.ly/2h3VEbF

Tickets are $10-$20 without RSVP.

Doors 10pm / +21 gig",0,NIGHTLIFE

NIGHTLIFE,"303's & Christmas trees

All I want for Christmas is ACID.
with
MIKE SERVITO
Octo Octa


A Thursday night holiday escape ~ Our ACID drenched Christmas special will feature extended sets from Mike Servito and Octo Octa with REINFORCED BASS and ACIIID Christmas decor + a 6 hour ambient set in the Bad Room.

Tickets - $5 advanced or $10 at the door

Doors - 10pm / +21 gig",0,NIGHTLIFE

MUSIC_EVENT,"Garage Land Holiday Party...

Slang City Gang 9.00 
American Spirit 9.45 
PROMISE LAND 10.30
Women Of The Night11.15 

Oh no what have we done ? Close your windows and your doors some gnarly audible damage is gonna be made on these premises . 
DJ sets by Seizure Salad and Tommy James

Tickets $5 advanced or $7 at the door",1,MUSIC_EVENT

NIGHTLIFE,"*JUST ANNOUNCED* Q&A with special guest Russell Elevado, Grammy Award-winning producer / engineer of ""Voodoo.""

We‰Ûªre finishing the year with some serious soul as we feature one of our most requested albums: D‰ÛªAngelo, ""Voodoo"".

Recorded at the legendary Electric Lady Studios in New York City the album featured a loose groove base style which was a departure from D‰ÛªAngelo‰Ûªs first album Brown Sugar.  Blues, gospel, funk, R&B, soul, hip-hop, classic rock and jazz are all drawn on to make an album which stands out as one of the finest albums of the noughties.

There‰Ûªs a feeling of having travelled when you get to the end of Voodoo and it‰Ûªs a journey we are looking forward to taking again, join us at one of our intimate listening sessions around the world to experience D‰ÛªAngelo as never before.

--

Classic Album Sundays is a worldwide monthly communal listening session with satellites in NYC, LA, Chicago, Miami, Kansas City, Oslo, and Tokyo. The New York Chapter events are presented by 
Paul Raffaele & Barbie Bertisch (Love Injection) and are held at Good Room in Greenpoint, Brooklyn. 

Our audiophile sound system is made up of (2) Klipsch La Scala Loudspeakers, (2) Klipsch SW-115 Subwoofers, Rega Exact MM cartridge, Rega P9 Turntable, Moon LP310 Grounding, Audio Note UK Jinro Shochu power amp & pre-amp, AudioQuest Interconnects and cabling.

Learn more about the CAS Mission at http://classicalbumsundays.com",0,NIGHTLIFE

NIGHTLIFE,"Good Room presents...
Pearson Sound
Anthony Naples
+
Supply Records Label Night - 5 years of Supply Records
in the Bad Room with
ReneíÅ Audiard
B-Tracks
Paul Morse (live)
John Barera & Will Martin

Tickets - $10 first release | $15 second release | $20 at the door

Doors - 10pm | +21 gig

PEARSON SOUND
As one third of the team behind the Hessle Audio label, David Kennedy‰Ûªs Pearson Sound moniker has become synonymous with cutting edge UK dancefloor music. Having stripped back his release schedule , somewhat defiantly hitting out with just a couple of self-released singles that hinted at a more vivid approach to his production this year, he‰Ûªs truly taken his DJing global with his performances reaching as far afield as Asia, South America and Australia. Having lectured at the Red Bull Music Academy in Madrid, released a critically heralded FABRICLIVE compilation and remixed artists like Radiohead, The xx and M.I.A., Kennedy‰Ûªs also found the time to run the vinyl only club night, Acetate, in Leeds and help ensure that Hessle Audio‰Ûªs weekly radio show on London‰Ûªs Rinse FM maintains its role as an essential part of the station‰Ûªs broadcasting schedule. 

ANTHONY NAPLES
Anthony Naples is a musician and DJ from Miami, Florida, living in New York City. He has released music on Text Records, The Trilogy Tapes, Mister Saturday Night, Rubadub, and runs a record label called Proibito. He has DJ‰Ûªed at many great clubs, festivals and most important of all ‰ÛÒ PARTIES in many countries and cities around the world.

SUPPLY RECORDS
Supply Records is an independent electronic label focusing primarily on dance music. The schedule is made up of releases ranging from house to techno and beyond. The label is rooted in all kinds of music and an admiration for artists who are not afraid to play many different styles and influences. Initially started to support the founders' musical projects, the catalog has grown to provide a platform for their friends' music and artists worldwide.

We're celebrating five years of the label in the Bad Room with Berlin techno producer RenÌ© Audiard, label owners B-Tracks, a live melodic techno hardware set from Paul Morse and John Barera & Will Martin.

Listen
https://soundcloud.com/pearsonsound
http://soundcloud.com/supply-records",0,NIGHTLIFE

NIGHTLIFE,"Good Room presents...
Marcus Worgull
Alex From Tokyo
+
Phil Moffa
Kellam Matthews
Shy Eyez
in the Bad Room

Party is free with RSVP before midnight - http://bit.ly/2hepNWu

Without RSVP tickets - $10 first release / $15 second release / $20 at the door

Doors - 10pm / +21 gig

Marcus Worgull adores the art of moving butts. He spends his weekends on planes and trains (he actually prefers driving a car) to carry a bag of records to prized clubs like Robert Johnson, Fabric, Plastic People, Trouw or Sub Club on the regular. His very own selection of well-made and often newly laid house music that knows its roots as well as it is yearning for the future or explores the leftfield, is what you can expect from him. You can also reappraise his methods (and love for other music) on each of his specifically created and applauded mix shows that float the net. All of this is presented and custom-made for your pleasure with the loving hands of a working DJ.

Paris born, Tokyo raised NYC based international eclectic french DJ, producer and international co-ordinator. He makes music as Tokyo Black Star with his partner Isao Kumano and runs the World Famous NYC record label. Since moving back to NYC he's become a stalwart of the scene and a Good Room regular. Alex's encyclopedic knowledge of music translates on the dancefloor, keeping butts moving to disco and house for hours and hours on end. 

Listen
https://soundcloud.com/marcusworgull
https://soundcloud.com/alexfromtokyo/
https://soundcloud.com/philmoffa
https://soundcloud.com/kellammatthews
https://soundcloud.com/shyeyez",0,NIGHTLIFE

MUSIC_EVENT,"Good Room presents...
Chairlift
Mr Twin Sister
Junglepussy

Tickets have sold out

Free afterparty from midnight

Tickets at: http://www.ticketfly.com/event/1381225

Chairlift
Critically acclaimed pop duo Chairlift has released new music in the form of the infinitely danceable ‰ÛÏCh-Ching.‰Ûù The R&B laced, vibrating drum infused pop track serves as the first musical offering from their forthcoming album Moth, which was released in January 2016 via Columbia Records. Although the single is the first work to be released from Chairlift in three years, the duo ‰ÛÒ comprised of writer/producers and multi-instrumentalists Caroline Polachek and Patrick Wimberly ‰ÛÒ has hardly been quiet. They collaborated with BeyoncÌ© on her groundbreaking self-titled album via the track ‰ÛÏNo Angel,‰Ûù which was written and produced by Caroline and co-produced by Patrick. Caroline released and toured Arcadia, a self-produced solo album under the alias Ramona Lisa and collaborated with SBTRKT, Blood Orange and others, while Patrick produced and collaborated with artists such as Solange Knowles, Wet, Kelela, and Tei Shi.

An evolution from their last album, 2012‰Ûªs Something, Moth proves to be an emotionally uninhibited and markedly stronger, more pop inspired body of work. A very New York City inspired album, listeners can expect to be led through an aural mix of big, rich pop inspired hooks, vibrating bass, lively brass and sensuous R&B inspired vocals, all anchored in the duo‰Ûªs meticulously crafted instrumentation.

Mr Twin Sister
""Twin Sister are a Brooklyn-by-way-of-Long Island quintet that do so much so well. Their songs have a remarkable sense of atmosphere and romanticism. They nod at their heroes-- maybe Stereolab and Bjork, maybe Cocteau Twins or 1980s pop-- without overtly stealing. They seem to know they are capable of great things..."" - Pitchfork

The band's self-titled album is the second full length album by the five members of Twin Sister, now known as Mr Twin Sister. Following their debut LP, composed largely in a studio, the band returned to the creative process they had employed on their first two EPs- working individually or in small, shifting groups. Ideas germinated in an environment where experimentation was encouraged. Some bloomed immediately, others matured slowly over the years, the rest demolished and rebuilt dozens of times in an effort to discover their ideal form. Progress was slow, coming in fits and bursts, accommodating the unexpected twists and turns of life.

Junglepussy
Brooklyn rapper Junglepussy, known for her fiery lyrics that pack a punch and her unapologetic attitude, first started making music at the end of 2012. Since then she‰Ûªs released two projects, Satisfaction Guaranteed and Pregnant with Success, given talks at Yale, Columbia, and NYU, licensed her music for Comedy Central‰Ûªs Broad City, and walked in the DKNY fashion show. She's been cosigned by everyone from Diddy and Erykah Badu to Action Bronson and Le1f, and played shows with Lil Kim, Nelly Furtato, Travis Scott, Solange, and Dev Hynes. ‰ÛÏJunglepussy means business, and she‰Ûªs got the talent to back it up. With a raw sexuality and a strong message about female autonomy and empowerment, she‰Ûªs a modern Lil Kim.‰Ûù",1,MUSIC_EVENT

NIGHTLIFE,"Good Room presents...
Metro Area
Benoit & Sergio (live)
Justin Miller
+
The Almond Brothers 
in the Bad Room

Tickets - $10 first release / $15 second release / $20 at the door

Doors - 11pm / +21 gig

METRO AREA
The brainchild of veteran producers Morgan Geist and Darshan Jesrani, Metro Area was born out of the pair‰Ûªs somewhat dichotomous love for both the classic moods of R&B, disco and boogie and innovative, modern dance music.  Metro Area brings back the soulful experimentation of the early club classics, mixing live and electronic instruments.  Simultaneously, the mood and minimalism of more recent forms creep into the mix: Detroit's cold futurism, Chicago's abstract track-modes, the warmth of New York and New Jersey's deep house and the experimentation of brave pop music.  All of these influences combine with the duo‰Ûªs unique perspective to create a distinctive sound that is unmistakably their own.

BENOIT & SERGIO
Benoit & Sergio produce dance songs that sometimes seem like musical open letters; editorials narrated in the voices of unidentified, yet totally recognizable colorful characters, read aloud against a backdrop of beautifully lush, warm and sensuous electronic pop music. The French/US duo met at an after party in Berlin, and it wasn‰Ûªt long before their signature combination of rich synth work combined with pop influenced lyrical magic and impressive songwriting had been released on labels such as Spectral Sound, DFA, Visionquest, Hot Creations and Culprit.

JUSTIN MILLER
Justin Miller is a quintessential New York City DJ. Mixing the classically cool with the always-cool and the brand new, he‰Ûªs a selector whose tastes spread across best of techno, deep house, and disco new and old. Part of that diversity likely comes from his tenure as DFA Records assistant label manager and sole employee for seven years, guiding the seminal NYC label through one of its most fruitful periods. After leaving DFA he started Have A Killer Time Recordings and is now the head of Deus Records.

THE ALMOND BROTHERS
An accident turned happy when their nut roasting carts convened outside the fabled Mangiami many moons ago.  Three long lost brothers decided to team up and take their veritable idiot circus around the world for schnitz and wiggles.  Put on your party hats because it's never a dull moment when these nuts drop the jams.",0,NIGHTLIFE

MUSIC_EVENT,"Darius

Get tickets: http://ticketf.ly/2dNDEzs

21+
Doors at 10PM
Built by MeanRed

Darius' darker, synthier take on house, disco and funk have made us move for years now, and it looks like the rest of the world is finally catching up. Renowned for his role in Cherokee, the French artist has spearheaded the revival of French nu-disco and house, landing him on the forefront of many a dance floor.

The French auteur is hitting our favorite let-your-hair-down spot in Greenpoint, Good Room, for a weekend night underneath its mystical disco ball. We always end up making fun choices on this dance floor, and a Darius-curated evening will abound with lush sounds and even lusher dancing.",1,MUSIC_EVENT

MUSIC_EVENT,"Good Room presents...
Ryan Elliott
Miguel Senquiz (Ghostly / Spectral Sound)

+

In the Bad Room-
