neighborhood,time of event,event description,art event indicator
Upper East Side,2016-04-28T10:00:00-0400,"Bring your family and celebrate Shakespeare GardenÛªs 100th Anniversary with a guided walk and hands-on exploration. Learn about what makes Central Park a sanctuary for plants, animals, and humans alike. Borrow a Discovery Kit ÛÓ a rugged backpack filled with kid-friendly binoculars, field guides, and other discovery tools.

Pre-registration required as space is limited. http://support.centralparknyc.org/site/Survey?ACTION_REQUIRED=URI_ACTION_USER_REQUESTS&SURVEY_ID=5141&autologin=true

Ages 5+. Families only; maximum of three children per parent or guardian; no groups, please. Please arrive at Belvedere Castle 15 minutes before the start of the Discovery Walk to allow time for check in and to pick up Discovery Kits.

Terrain: Uneven, with hills and stairs; may not be suitable for strollers.

Register Now > http://support.centralparknyc.org/site/Survey?ACTION_REQUIRED=URI_ACTION_USER_REQUESTS&SURVEY_ID=5141&autologin=true",1
Upper East Side,2016-04-27T12:00:00-0400,"From a magnificent iron gate made in 1894 to a sculptural tribute to The Secret Garden, Central Park Conservancy staff takes you on a guided stroll amid thousands of trees, shrubs, perennials, and annuals that bloom throughout the year. Learn about Conservatory Garden's history, design, and botanical specimens, from the professionals who care for it. This tour is bound to give visitors a new appreciation for this special space in Central Park.

The last Saturday of the month tour is free with registration.

Details
Meet: Vanderbilt Gate at Conservatory Garden (Fifth Avenue between 104th and 105th Streets)
Terrain: A few stairs
Length of Tour: approximately 90 minutes
Cost: $15 (Members $10) (Tickets available on-site with credit card unless tour is sold-out); Last Saturday of every month is free with registration.

For more information, please review our Frequently Asked Questions (FAQ) http://www.centralparknyc.org/tours/guided-tours/tour-faq-test.html

For weather cancellation and other ticket policies, please review our Policies carefully http://www.centralparknyc.org/tours/guided-tours/tour-policies.html",1
Upper East Side,2016-04-27T10:00:00-0400,"Bring your family and celebrate Shakespeare GardenÛªs 100th Anniversary with a guided walk and hands-on exploration. Learn about what makes Central Park a sanctuary for plants, animals, and humans alike. Borrow a Discovery Kit ÛÓ a rugged backpack filled with kid-friendly binoculars, field guides, and other discovery tools.

Pre-registration required as space is limited. http://support.centralparknyc.org/site/Survey?ACTION_REQUIRED=URI_ACTION_USER_REQUESTS&SURVEY_ID=5141&autologin=true

Ages 5+. Families only; maximum of three children per parent or guardian; no groups, please. Please arrive at Belvedere Castle 15 minutes before the start of the Discovery Walk to allow time for check in and to pick up Discovery Kits.

Terrain: Uneven, with hills and stairs; may not be suitable for strollers.

Register Now > http://support.centralparknyc.org/site/Survey?ACTION_REQUIRED=URI_ACTION_USER_REQUESTS&SURVEY_ID=5141&autologin=true",1
Upper East Side,2016-04-26T13:00:00-0400,"Bring your family and celebrate Shakespeare GardenÛªs 100th Anniversary with a guided walk and hands-on exploration. Learn about what makes Central Park a sanctuary for plants, animals, and humans alike. Borrow a Discovery Kit ÛÓ a rugged backpack filled with kid-friendly binoculars, field guides, and other discovery tools.

Pre-registration required as space is limited. http://support.centralparknyc.org/site/Survey?ACTION_REQUIRED=URI_ACTION_USER_REQUESTS&SURVEY_ID=5141&autologin=true

Ages 5+. Families only; maximum of three children per parent or guardian; no groups, please. Please arrive at Belvedere Castle 15 minutes before the start of the Discovery Walk to allow time for check in and to pick up Discovery Kits.

Terrain: Uneven, with hills and stairs; may not be suitable for strollers.

Register Now > http://support.centralparknyc.org/site/Survey?ACTION_REQUIRED=URI_ACTION_USER_REQUESTS&SURVEY_ID=5141&autologin=true",1
Upper East Side,2016-04-25T11:00:00-0400,"Take our signature tour, and let Central Park Conservancy guides give you an insider's look at some of the most iconic features of the world's greatest urban park. Learn how rocky, swampy land was built into the living work of art that is Central Park today. Highlights of this tour include the Dairy, Sheep Meadow, Cherry Hill, the Lake, Bow Bridge, Bethesda Terrace, The Mall, and Literary Walk.

Details
Meet: Tour starts and ends at the Dairy Visitor Center (mid-Park between 64th and 65th Streets). Enter the Park at 60th Street and Fifth Avenue, and follow the path adjacent to the drive (road) north; the Dairy will be on your left. Map of start location http://www.centralparknyc.org/assets/images/tour/Dairy-Map.jpg

Terrain: A few stairs
Length of Tour: approximately 90 minutes
Cost: Tickets $15 (Members $10)

For more information, please review our Frequently Asked Questions (FAQ). http://www.centralparknyc.org/tours/tour-faq.html

For weather cancellation and other ticket policies, please review our Policies carefully. http://www.centralparknyc.org/tours/guided-tours/tour-policies.html",1
Upper East Side,2016-04-24T10:00:00-0400,"Spend quality time with your family helping keep Central Park green by spreading mulch or raking leaves. Central Park Conservancy environmental educators lead stewardship projects throughout the Park during spring and fall.

Free; pre-registration is required as space is limited. http://centralparknyc.org/keepingitgreen

Ages 5+. Families only; maximum of three children per parent or guardian; no groups. Arrive early to check in.


This program is made possible by

First Republic Logo

Youth Education & Service Programs are supported in part by the Doris Duke Charitable Foundation; The Pinkerton Foundation; the Dr. Robert C. and Tina Sohn Foundation; William E. Weiss Foundation, Inc./Daryl Brown Uber; and The Barker Welfare Foundation.",1
Upper East Side,2016-12-30T22:00:00-0500,"Friday Night GO-GO! GET DOWN! with DJ La La Linda playing the soundtrack to the mean streets of New York City in the 60Ûªs and 70Ûªs - Soul, Funk, Boogaloo, Disco and Salsa. 
Go-Go Girls Anna C Cabanna & Delysia LaChatte II!
10pm till Late! No Cover! Cocktails! Food! FI-DOLLA Burgers til close! Ethyl's alcohol & food 1629 2nd Ave btw. 84th/85th NYC
www.ethylsnyc.com",0
Upper East Side,2016-12-29T22:00:00-0500,"Every Thursday at EthylÛªs itÛªs TABOO! with DJ Ronnie Magri spinning classic 60s & 70s Funk + Soul + Boogie + Disco!
Go-Go Girls Lilin Lace & Puss N Boots (Caitlin Kimmitz)
Sexy Sinema on the video screens. 
Cocktails! Food! FI-DOLLA Burgers til close! 
Ethyl's alcohol & food 1629 2nd Ave btw. 84th/85th NYC
www.ethylsnyc.com",0
Upper East Side,2016-12-28T20:00:00-0500,"BINGO A-GO-GO! Every Wednesday at EthylÛªs with your host & caller, the girl that puts the Go-Go in BINGO: Anna Copa Cabanna. 
Win great prizeÛªs each week! 
Bar tabs, cash, shots, and titillating trinkets! 
Cocktails & Food served all night! Go-Go Dancing! Great Music! 
PLUS....DJ La La Linda supplies the sounds of groovy 1960s Garage, Freakbeat, Northern Soul, French YeYe, Psych and more! 
Every week BINGO A-GO-GO startÛªs at 8pm!
Ethyl's alcohol & food 1629 2nd Ave (84th/85th) NYC
www.ethylsnyc.com",0
Upper East Side,2016-12-27T20:00:00-0500,"Tommy James and Adam James AKA ""The James Gang"" present a weekly party of Punkoustic proportions with PLAYLAND! 
This week live music from Casey Hopkins at 9pm. 
Tommy James DJÛªs! Adam James Slays! 
ALL NIGHT Drink specials! 8pm till Late! No Cover!
Cocktails! Food! FI-DOLLA Burgers til close! 
Ethyl's alcohol & food 1629 2nd Ave btw. 84th/85th NYC
www.ethylsnyc.com",0
Upper East Side,2016-12-26T20:00:00-0500,"Monday's at Ethyl's!! LUNA 212, a new Industry Night House Music Party! Music by DJ Deap Soma with guest DJÛªs! 
No Cover! No Guilt! 
Sexy retro vibes! Incredible Drinks and Food! 
Home of the ""Fi-Dolla Burger""! 
8pm till LATE!!!
Ethyl's alcohol & food 1629 2nd Ave bet 84th/85th NYC.

LUNA 212 - For all who lurk for a buck around lobby's and lounges, stirrers & shakers, bakers, actors, comedians, servers & smile makers, the cooks and sweepers, the ware washers and bee keepers, attendants, dancers, artists, painters, poets, stewards, hosts, chefs that boast, writers, musicians and alllll the hard workin MF's that say ""thank you g'night"" a thousand times in a day, and serve the good people of the world....this night is for you to have it your way! ""Luna 212"" Sin Culpa on Moonday at Ethyl's!!!
www.ethylsnyc.com",1
Upper East Side,2016-12-24T22:00:00-0500,"Xmas Eve GO-GO! GET DOWN! with DJ La La Linda Rizzo playing the soundtrack to the mean streets of New York City in the 60Ûªs and 70Ûªs - Soul, Funk, Boogaloo, Disco and Salsa
No Cover! Sexy retro vibes! Incredible Drinks and Food! 
Home of the ""Fi-Dolla Burger""! 
10pm till LATE!!!
Ethyl's alcohol & food 1629 2nd Ave bet 84th/85th NYC.",0
Upper East Side,2016-12-23T22:00:00-0500,"Friday Night GO-GO! GET DOWN! with DJ Tommy James spinning Disco + Funk + Boogie + Salsa + Soul + 60's psyche + 70's rock grooves + remixes and original TJ 80's Mash-ups! 
Go-Go Girls Pearls Daily & Puss N Boots (Caitlin Kimmitz)
10pm NO COVER!! FOOD! FI-DOLLA BURGER til close! 
Ethyl's alcohol & food 1629 2nd Ave btw. 84/85 NYC
www.ethylsnyc.com",0
Upper East Side,2016-12-22T22:00:00-0500,"Every Thursday at EthylÛªs itÛªs TABOO! with DJ Ronnie Magri spinning classic 60s & 70s Funk + Soul + Boogie + Disco!
Go-Go Girls Lilin Lace & Velvetina Taylor!
Sexy Sinema on the video screens. 
Cocktails! Food! FI-DOLLA Burgers til close! 
Ethyl's alcohol & food 1629 2nd Ave btw. 84th/85th NYC
www.ethylsnyc.com
www.ronniemagri.com",0
Upper East Side,2016-12-21T20:00:00-0500,"BINGO A-GO-GO! Every Wednesday at EthylÛªs with your host & caller, the girl that puts the Go-Go in BINGO: Anna Copa Cabanna. 
Win great prizeÛªs each week! 
Bar tabs, cash, shots, and titillating trinkets! 
Cocktails & Food served all night! Go-Go Dancing! Great Music! 
PLUS....DJ La La Linda supplies the sounds of groovy 1960s Garage, Freakbeat, Northern Soul, French YeYe, Psych and more! 
Every week BINGO A-GO-GO startÛªs at 8pm!
Ethyl's alcohol & food 1629 2nd Ave (84th/85th) NYC
www.ethylsnyc.com",0
Upper East Side,2016-12-20T20:00:00-0500,"Tommy James and Adam James AKA ""The James Gang"" present a weekly party of Punkoustic proportions with PLAYLAND! 
This week live performance by Paul Collins Beat!
Tommy James DJÛªs! 
Adam James Slays! 
ALL NIGHT Drink specials! 
8pm till Late! No Cover!
Paul Collins Beat at 9:00pm
Cocktails! Food! FI-DOLLA Burgers til close! 
Ethyl's alcohol & food 1629 2nd Ave btw. 84th/85th NYC
www.ethylsnyc.com",0
